Date,Location / Operator,Aircraft Type / Registration,Fatalities
13-Nov-46,"Lebec, California
Western Airlines","Douglas C-53D-DO (DC-3)
NC18645",11/11(0)
13-Nov-46,"Near Cofre de Perote, Mexico
Empressa Commun. Aéreas de Veracruz","Douglas DC-3
XA-FOZ",15/15(0)
14-Nov-46,"Amsterdam, Netherlands
KLM Royal Dutch Airlines","Douglas C-47A-90 DL (DC-3)
PH-TBW",26/26(0)
16-Nov-46,"North Pacific Ocean
Military - U.S. Army Air Forces","Douglas C-47
?",23/23(0)
26-Nov-46,"San Jose, Costa Rica
Lineas Aéreas Costarricenses LACSA","Douglas DC-3 (C-47A-90-DL)
RX-76",22/22(0)
30-Nov-46,"El Palomar, Argentina
Fuerza Aérea Argentina","Vickers 620 Viking 1
T-1",5/18(0)
4-Dec-46,"Meshed, Iran
Aeroflot","Lisunov Li-2
?",24/24(0)
10-Dec-46,"Near Osaka, Japan
Military - U.S. Army Air Forces","Curtiss-Wright C-46F-CU
44-78604",24/24(0)
10-Dec-46,"Toledo, Washington
Military - U.S. Marine Corps","Curtiss-Wright R5C-1
39528",32/32(0)
14-Dec-46,"Mt. Banahaur, Philippines
Far Eastern Air Transport","Douglas DC-3 (C-47-B-1-DK)
PI-C-1",12/14(0)
17-Dec-46,"Caribbean, Atlantic Ocean
Winged Cargo Inc.","Douglas C-47A
NC88876",7/7(0)
23-Dec-46,"Near Rio de Janeiro, Brazil
FAMA (Argentina)","Avro 685 York I
LV-XIG",21/21(0)
24-Dec-46,"Near San Diego, California
Western Airlines","Douglas DC-3 ( C-53D-DO)
NC45395",12/12(0)
25-Dec-46,"Near Wusong, Jiangsu, China
CNAC","Curtiss C-47
?",13/34(3)
25-Dec-46,"Near Shanghai, China
CNAC","Douglas DC-3
?",20/30(0)
25-Dec-46,"Shanghai, China
CATA","Douglas C-47
?",11/11(5)
28-Dec-46,"Walshville, Illinois
Kansas City Southern Skyways","Douglas C-47A
NC58024",2/2(0)
28-Dec-46,"Near Shannon, Ireland
Trans Continental and Western Air","Lockheed 049 Consellation
NC86505",13/23(0)
28-Dec-46,"Michigan City, Indiana
American Airlines","Douglas DC-3 (C-50A-DO)
N15577",2/21(0)
3-Jan-47,"Sao Paulo, Brazil
Panair do Brasil","Sikorsky S-43B (flying boat)
PP-PBN",11/14(0)
5-Jan-47,"Tsingtao, China
China National Aviation Corporation","Curtis C-46
XT-T51",43/43(0)
5-Jan-47,"Carmel, New Jersey
Nationwide Air Transport","Douglas DC-3
N50046",3/23(0)
11-Jan-47,"Near Lympne, England
British Overseas Airways","Douglas C-47A-1-DK
G-AGJX",8/16(0)
11-Jan-47,"Off Laoag, China
Far Eastern Air Transport","Douglas DC-4 (C-54A-DO)
PI-C100",7/42(0)
12-Jan-47,"Near Galax, Virginia
Eastern Air Lines","Douglas DC-3
NC88872",18/19(0)
14-Jan-47,"Near Puebla, Mexico
Military - Mexican Air Force","Lockheed C-60 Lodestar
60-03",21/21(0)
22-Jan-47,"Puesto Araujo, Colombia
AVIANCA","Douglas DC-3 ( C-47-DO)
C-108",17/17(0)
25-Jan-47,"Croydon, Surrey, England
Spencer Airways / Ceskoslovenske Aerolinie","Douglas C-47 / Douglas DC-3
VP-YFD/OK-WDB",12/23(0)
25-Jan-47,"Chongqing, China
China National Aviation Corporation","Douglas DC-3
?",19/19(0)
25-Jan-47,"Hong Kong
Philippine Air Lines","Douglas C-47A
PI-C12",4/4(0)
26-Jan-47,"Copenhagen, Denmark
KLM Royal Dutch Airlines","Douglas C- C47A-30DK
PH-TCR",22/22(0)
28-Jan-47,"Near Hankow, China
China National Aviation Corporation","Curtiss C-46
?",25/26(0)
1-Feb-47,"Near Lisbon, Portugal
Air France","Douglas DC-3C
F-BAXQ",19/20(0)
5-Feb-47,"Harrington, Delaware
International Air Freight","Douglas DC-3
NC54451",1/3(0)
6-Feb-47,"Pedro Bernardo, Spain
Aerovias Cuba International","Douglas C-54B-15-DO
NC44567",11/11(0)
14-Feb-47,"Denver, Colorado
Slick Airways","Curtiss C-46E
NC59486",2/2(0)
15-Feb-47,"Near Bogota, Colombia
AVIANCA","Douglas DC-4
C-114",53/53(0)
15-Feb-47,"Off Terracina, Italy
Military - Corrieri Aerei Militari","Savoia-Marchetti SM-95
I-ABQH",16/16(0)
21-Feb-47,"Chungking, China
Military - Chinese Air Force","Douglas C-47
?",21/21(0)
26-Feb-47,"China Sea, Pacific Ocean
Military - Royal Air Force","Douglas C-47B
KK120",12/12(0)
5-Mar-47,"Near Georgia, USSR
Aeroflot","Doublas C-47
CCCP-L952",23/23(0)
8-Mar-47,"L'isola di Ischia, Italy
Military - Royal Air Force","Douglas C-47B
KK122",13/13(0)
8-Mar-47,"Cordillera, Colombia
VIARCO","Douglas C-47-DL
C-400",9/9(0)
14-Mar-47,"Mt. Moucherolles, France
Air France","Douglas DC-3 (C-47A-90-DL)
F-BAXO",23/23(0)
17-Mar-47,"Near Medellin, Colombia
TACA","Lockheed 18 Lodestar
YS-28",8/8(0)
18-Mar-47,"Negombo, Sri Lanka
Military - Royal Air Force","Avro York C1
MW198",11/15(0)
8-Apr-47,"Near Caracas, Venezuela
Linea Aeropostal Venezolana","Douglas C-47A
YV-C-ALO",27/27(0)
13-Apr-47,"Off Dakar, Senegal
British South American Airways","Avro 685 York I
G-AHEZ",6/15(0)
22-Apr-47,"Columbus, Georgia
Delta Air Lines","Douglas DC-3 (C-47DL) /Vultee BT-13
N49657 / N55312",10/10(0)
28-Apr-47,"Near Vancouver, British Columbia, Canada
Trans Canada Air Lines","Lockheed 18 Loadstar
CF-TDF",15/15(0)
4-May-47,"Near Nicoya, Guanacaste, Costa Rica
TACA","Lockheed 18 Loadstar
TI-84",11/11(0)
11-May-47,"Delaware Bay, New Jersey
Trans Continental and Western Air","Lockheed L-049 Constellation
NC86508",4/4(0)
16-May-47,"Near Khabarovsk, Russia
Aeroflot","Douglas DC-47
CCCP-L1048",22/22(0)
29-May-47,"La Guardia Airport, Queens, New York
United Air Lines","Douglas C-54B
NC30046",43/48(0)
29-May-47,"Atsugi, Japan
Military - U.S. Army Air Forces","Douglas C-54D-DC (DC-4)
42-72553",40/40(0)
29-May-47,"Hjedinsfjordur, Iceland
Flugefelag","Douglas DC-3
TF-ISI",25/25(0)
30-May-47,"Port Deposit, Maryland
Eastern Air Lines","Douglas C-54B-15-DO
NC88814",53/53(0)
4-Jun-47,"Near Gemenos, France
Air France","Junkers Ju-52
F-BANB",2/2(0)
11-Jun-47,"Near Natal, Brazil
Flota Aérea Mercante Argentina","Avro 691 Lancastrian
LV-ACS",5/18(0)
13-Jun-47,"Leesburg, Virginia
Pennsylvania Central Airlines","Douglas DC-4 (C-54-DO)
NC88842",50/50(0)
19-Jun-47,"Al Mayadin, Syria
Pan American World Airways","Lockheed 049-46-21 Constellation
NC88845",14/36(0)
21-Jun-47,"Black Sea, Gulf of Karkinitsky
Aeroflot","Li-2
CCCP-L4138",8/29(0)
1-Jul-47,"Near Eaeka, French Cameroons
Air France","Junkers JU-52/3m
F-BALF",13/13(0)
13-Jul-47,"Melbourne, Florida
Burke Air Transport","Douglas DC-3
NC79024",14/36(0)
15-Jul-47,"Vichy ,France
Aero Cargo","Junkers Ju-52/3m
F-BCHH",1/19(0)
16-Jul-47,"Az-Zubair, Iran
British Overseas Airways","Avro 685 York
G-AGMR",6/6(0)
25-Jul-47,"Moron, Argentina
Flota Aérea Mercante Argentina","Avro 685 York I
LV-XIH",2/6(2)
31-Jul-47,"Near Yumen, China
Military - Chinese Air Force","Douglas C-47
?",26/26(0)
2-Aug-47,"Andes, Argentina
British South American Airways","Avro 691 Lancastrian 3
G-AGWH",11/11(0)
6-Aug-47,"North Pacific Ocean
Military - U.S. Navy","Consolidated PBY-5A Catalina
34032",20/20(0)
8-Aug-47,"New York, New York
American Airlines","Douglas DC-3C
NX88787",3/5(0)
9-Aug-47,"Malmo, Sweden
AB Aerotransport","Douglas DC-3F
SE-BAY",1/5(0)
13-Aug-47,"Bucharest, Romania
Transporturile Aeriene Romano-Sovietice","Lisunov Li-2
YR-TAV",3/8(0)
21-Aug-47,"Hanksville, Utah
Slick Airways","Curtiss C-46E
NC59488",3/3(0)
23-Aug-47,"Bahrain, Persian Gulf
British Overseas Airways","Short Sandringham 5 (flying boat)
G-AHZB",10/26(0)
28-Aug-47,"Harsiad, Norway
Norwegian Airlines","Short Sandringham (flying boat)
LN-IAV",35/35(0)
8-Oct-47,"Near El Paso, Texas
American Airlines","Douglas DC-4
NC90432",0/54(0)
14-Oct-47,"Ocean, 800 miles east of Newfoundland
American International Airways","Boeing 314A
NC18612",0/69(0)
16-Oct-47,"Off Cartegena, Spain
Societe Aerienne du Littoral","Bristol 170 Freighter I
F-BCJN",41/43(0)
16-Oct-47,"Sylva, North Carolina
Stratofreight","Douglas DC-3
?",3/3(0)
24-Oct-47,"Bryce Canyon, Utah
United Air Lines","Douglas DC-6
NC37510",53/53(0)
26-Oct-47,"Near Mt. Hymettus, Greece
AB Aerotransport","Douglas DC-4-1009
SE-BBG",44/44(0)
26-Oct-47,"Annette Island, Alaska
Pan American World Airways","Douglas DC-4A
NC88920",18/18(0)
31-Oct-47,"Near Srinagar, India
Military - Royal Indian Air Force","Douglas C-47B
M965",25/25(0)
2-Nov-47,"Off Barrio Rizal, Philippines
Philippine Air Express","Douglas DC-3
?",5/5(0)
11-Nov-47,"Gallup, New Mexico
American Airlines","Douglas DC-6
NC90741",0/25(0)
13-Nov-47,"Near Bouchox, France
Société Auxiliare de Navigation Aérienne","Junkers Ju-52/3m
F-BDYH",2/2(0)
18-Nov-47,"Newcastle, Delaware
Trans Continental and Western Air","Lockheed L-049-46-26 Constellation
NC86507",5/5(0)
18-Nov-47,"Ravello, Italy
Trafik-Turist-Transportflyg","Bristol 170 Freighter XI
SE-BNG",20/25(0)
21-Nov-47,"Phouznicie, Romania
TARS","Lisunov Li-2
YR-TAI",13/26(0)
27-Nov-47,"?
China National Aviation Corporation","Douglas DC-3
?",2/3(0)
27-Nov-47,"Yakutat, Alaska
Columbia Air Cargo","Douglas DC-3C
NC95486",13/13(0)
27-Nov-47,"Montenegrin Mountains, Yugoslavia
JAT Yugoslav Airlines","Lisunov LI-2
YU-BAD",22/22(0)
28-Nov-47,"Near Trappa, Italy
Military - U.S. Air Force","Douglas C-47B
43-48736",20/20(0)
30-Nov-47,"Seattle, Washington
Alaska Airlines","Douglas C-54A
NC-91009",8/28(1)
10-Dec-47,"Near Goose Bay, Labrador
Military - U.S. Air Force","Douglas C-54D-DC (DC-4)
42-72572",23/29(0)
11-Dec-47,"Near Memphis, Tennessee
Military - U.S. Air Force","Douglas C-47-DK
44-76366",20/20(0)
18-Dec-47,"Krasnoyarsk, Russia
Aeroflot","Ilyushin IL-12
CCCP-L1343",9/25(0)
23-Dec-47,"Kunming, China
Air Transport","Short S-29 Stirling V
OO-XAC",25/30(0)
27-Dec-47,"Korangi Creek, India
Air India","Douglas DC-3 (C-47)
VT-AUG",23/23(0)
28-Dec-47,"Leon, Mexico
Servicio Aéreo Panini","Douglas DC-2-172
XA-GEE",5/10(3)
6-Jan-48,"Paris, France
Air France","Douglas DC-3D
F-BAXC",16/16(0)
6-Jan-48,"Ruislip, England
British European Airways","Vickers 610 Viking 1B
G-AHPK",1/18(0)
7-Jan-48,"Near Savannah, Georgia
Coastal Air Lines","Douglas DC-3
N60331",18/27(0)
8-Jan-48,"Near Palestro, Algeria
Transport Comp. Algerienne de T.A.","Douglas DC-3
F-BDLG",9/9(0)
11-Jan-48,"Ciudad Havajillo, Dominican Republic
Dominicana","Douglas DC-3
HI-6",32/32(0)
13-Jan-48,"Oxon Hill, Maryland
Eastern Air Lines","Douglas DC-3-201F
NC28384",5/9(0)
20-Jan-48,"Near Mukden, China
China National Aviation Corporation","Curtiss C-46
?",11/54(0)
28-Jan-48,"Diablo Mts., California
Airline Transport Carriers","Douglas DC-3 (C-47B-DK)
NC36480",32/32(0)
30-Jan-48,"Atlantic Ocean, NE of Bermuda
British South American Airways","Avro 688 Tudor I
G-AHNP",31/31(0)
7-Feb-48,"Off Jacksonville, Florida
Eastern Air Lines","Lockheed L-649 Constellation
NC112A",1/69(0)
10-Feb-48,"Near Padalarang, Indonesia
KLM Royal Dutch Airlines","Douglas DC-3
PK-REA",19/19(0)
12-Feb-48,"Ubrichstein, Germany
Det Danske Luftfartselskab","Douglas DC-3
OY-DCI",12/21(0)
20-Feb-48,"Collesalvetti, Italy
Società Aerea Teseo","Douglas C-47-DL
I-REGI",7/10(0)
21-Feb-48,"Off St. Marcouf, France
Latecoere Airlines","Latecoere 631 (flying boat)
F-BDRD",14/14(0)
23-Feb-48,"Davao, Philippines
Commercial Airways","Douglas DC-3
PI-C262",12/12(0)
25-Feb-48,"Columbus, Ohio
Bruning Aviation","Douglas C-47A
NC36498",2/2(0)
27-Feb-48,"Near Belem, Brazil
Military - Brazilian Air Force","Douglas C-47
2040",23/26(0)
2-Mar-48,"Off Perpignan, France
Société de Transports Aériens","Junkers Ju-52/3m
F-BBYC",4/4(0)
2-Mar-48,"Heathrow Airport, London, England
Sabena","Douglas DC-3
OO-AWH",20/22(0)
7-Mar-48,"Near Skalafell, Iceland
Loftleidir Icelandic Airlines","Avro Anson
TF-RVL",4/4(0)
10-Mar-48,"Chicago, Illinois
Delta Air Lines","Douglas DC-4
NC37478",12/13(0)
12-Mar-48,"Mt. Sanford, Alaska
Northwest Orient Airlines","Douglas DC-4 (C-54G-1-DO)
NC95422",30/30(0)
13-Mar-48,"Sierra Cristais, Brazil
Cruzeiro","Douglas DC-3
PP-CBX",6/6(0)
15-Mar-48,"Villa Pinzon, Colombia
Agencia Interamericana de Aviada","Douglas DC-3 (C47-DL)
C-1002",14/14(0)
27-Mar-48,"Monte Cardo, Corsica, France
Indian National Airlines","Vickers 604 Viking 1B
VT-CEL",19/19(0)
5-Apr-48,"Near Berlin, Germany
British European Airways / Military - Soviet Air Force","Vickers Viking 1B & Soviet YAK-3 fighter
G-AIVP",14/14(0)
10-Apr-48,"Kano, Nigeria
Air France","Douglas DC-4
F-BBDC",1/6(0)
15-Apr-48,"Shannon, Ireland
Pan American World Airways","Lockheed L-049-46 Constellation
NC-88858",30/31(0)
18-Apr-48,"Territory of New Guinea
New Guinea Air Traders","Lockheed Hudson IIIA
VH-ALA",37/37(0)
24-Apr-48,"Near Irkutsk Russia
Aeroflot","Lisnov Li-2
CCCP-L4460",28/29(0)
13-May-48,"Mount Coron, France
Skyways of London","de Havilland Dove 1
G-AJOU",4/4(0)
13-May-48,"Near Magazini, Belgian Congo (Zaire)
Sabena","Douglas DC-4-1009
OO-CBE",31/32(0)
15-May-48,"Vrede, South Africa
Mercury Aviation","Douglas DC-3-455
ZS-BWY",13/13(0)
16-May-48,"Columbus, Ohio
Slick Airways","Curtiss C-46E
NC59489",2/2(0)
20-May-48,"Near Bovingdon, England
Air Transport Charter","Douglas C-47A
G-AJBG",3/4(0)
22-May-48,"Khabarovsk, Russia
Aeroflot","Douglas C-47
CCCP-L1073",8/9(0)
25-May-48,"Albacete, Spain
Alpha Airways","Handley Page Halifax C-8
G-AKBA",4/4(1)
10-Jun-48,"Isle of Man
Hargreaves Airways","de Havilland DH-89A Dragon Rapide
G-AIUI",6/8(0)
17-Jun-48,"Mount Carmel, Pennsylvania
United Air Lines","Douglas DC-6
NC37506",43/43(0)
17-Jun-48,"Over the Pearl River, China
Cathy Pacific","PBY Catalina
?",25/26(0)
26-Jun-48,"Maiquetia, Venezuela
Linea Aeropostal Venezolana","Douglas DC-3
YV-C-AHI",1/17(0)
1-Jul-48,"Keerbergen, Belgium
Avio Linee Italiane","Fiat G.212CP
I-ELSA",8/12(0)
4-Jul-48,"Northolt, Middlesex, England
Scandinavian Airlines (SAS)","Douglas DC-6 / RAF York
SE-BDA/ MW248",39/39(0)
7-Jul-48,"Djiring, French Indo-China
Aigle Azur","Douglas DC-3
F-BCYP",16/16(0)
14-Jul-48,"Belem, Brazil
Aerovias Brasil","Douglas C-47A
PP-AVO",5/5(0)
16-Jul-48,"Pacific Ocean between Hong Kong and Macao
Cathay Pacific Airways","Consolidated OA-10 Catalina
VR-HDT",25/26(0)
24-Jul-48,"Cap-des-Rosiers, Quebec, Canada
Rimouski Airlines","Douglas DC-3
CF-FKY",29/29(0)
29-Jul-48,"Buenos Aires, Argentina
ALFA","Short Sandringham 2 (flying boat)
LV-AAP",18/24(0)
29-Jul-48,"Tsingtao, China
Civil Air Transport","Curtiss C-46D-20-CU
XT-822",19/19(0)
1-Aug-48,"Karachi, Pakistan
Onzeair","Avro 691 Lancastrian (flying boat)
AP-ACM",4/4(0)
1-Aug-48,"1,200 miles off Dakar, Atlantic Ocean
Air France","Latecoere 631 (flying boat)
F-BDRC",52/52(0)
9-Aug-48,"Port Underwood, New Zealand
New Zealand National Airways","Douglas C-47B
ZK-AOE",2/2(0)
20-Aug-48,"La Guaira, Venezuela
Avensa","Douglas C-47A
YV-C-AVN",3/3(0)
29-Aug-48,"Near Winona, Minnesota
Northwest Orient Airlines","Martin 202
NC93044",37/37(0)
31-Aug-48,"Near Elizabethville, Belgium Congo
Sabena","Douglas DC-3 (Douglas C-47A-10-DK)
OO-CBL",13/13(0)
2-Sep-48,"Near Quirindi, Australia
Australian National Airways","Douglas DC-3
VH-ANK",13/13(0)
30-Sep-48,"Balkhash, Kazakhstan
Aeroflot","Lisunov LI-2
CCCP-L4304",15/15(0)
2-Oct-48,"Near Trondheim, Norway
Norwegian Airlines","Short Sandringham 6 (flying boat)
LN-IWA",19/45(0)
12-Oct-48,"Near Yevlakh, Azerbaijan, USSR
Aeroflot","Ilyushin Il12
CCCP-L1450",10/10(0)
21-Oct-48,"Prestwick Airport, Scotland
KLM Royal Dutch Airlines","Lockheed 049-46-25 Constellation
PH-TEN",40/40(0)
23-Oct-48,"Mt. Ruapehu, New Zealand
New Zealand National Airways","Lockheed 10A Electra
ZK-AGK",13/13(0)
25-Oct-48,"Georgian SSR, USSR
Aerflot","Lisunov Li-2
CCCP-L4500",18/18(0)
27-Oct-48,"Near Edmonton, Alberta, Canada
Northwest Orient Airlines","Douglas C-54A
NC88785",2/5(0)
3-Nov-48,"Near Glossop, England
Military - U.S. Air Force","Boeing B-29A Superfortress
44-61999",13/13(0)
4-Nov-48,"Cape Spencer, Alaska
Pacific Alaska Air Freight","Douglas DC-3
N66637",17/17(0)
8-Nov-48,"Mt. Macedon, Australia
Australian National Airways","Douglas DC-3
VH-UZK",3/23(0)
11-Nov-48,"Liverpool, England
Mannin Airways","de Havilland DH-89A Dragon Rapide
G-AKOF",7/8(0)
22-Nov-48,"Near Ryzhovo, Russia
Aeroflot","Lisunov Li-2
CCCP L-4463",23/26(?)
26-Nov-48,"Vehari, Pakistan
Pakistan Airways","Douglas DC-3
AP-ACE",21/21(0)
5-Dec-48,"Kiangwan, China
Central Air Transport","Curtiss C-46
XT-538",9/40(0)
6-Dec-48,"Milan, Italy
Avio Linee Italiane Avio Linee Italiane","Douglas C-47
I-ETNA",7/7(0)
12-Dec-48,"Taipei, Taiwan
China National Aviation Corporation","Douglas DC-3
?",2/10(0)
15-Dec-48,"Near Bogata, Colombia
LANSA","Douglas C-47
C-310",30/30(0)
21-Dec-48,"Near Pilos, Greece
Ceskoslovenske Aerolinie","Douglas DC-3
OK-WDE",24/24(0)
21-Dec-48,"Basalt Island, Hong Kong
China National Aviation Corporation","Douglas C-54B-5-DO
XT-104",33/33(0)
23-Dec-48,"Near Madrid, Spain
Iberia Airlines","Douglas DC-3 (C-47-DL)
EC-ABK",27/27(0)
28-Dec-48,"Off San Juan, Puerto Rico
Airborne Transport","Douglas DC-3DST
N16002",32/32(0)
31-Dec-48,"Mt. Argentari, Italy
Pan African Air Charter","Douglas DC-3
ZS-BYX",13/13(0)
2-Jan-49,"Seattle, Washington
Seattle Air Charter","Douglas DC-3 (C-47A-DL)
NC79025",14/30(0)
5-Jan-49,"Caravelas Bay, Brazil
British South American Airways","Avro 685 York 1
G-AHEX",3/17(0)
6-Jan-49,"Brandywine, Maryland
Coastal Cargo","Douglas C-47A
NC53210",2/2(0)
11-Jan-49,"Near Pelotas, Brazil
Viacao Aerea Gaucha S.A.","Lockheed 18 Lodestar
PP-SAC",12/12(0)
15-Jan-49,"Ras-el-Tin, Egypt
Pan African Air Charter","Douglas C-54 Skymaster
ZS-AYB",30/30(0)
16-Jan-49,"Near Srinagar, India
Dalmia Jain Airways","Douglas DC-3
VT-CDZ",13/13(0)
17-Jan-49,"Atlantic Ocean, off Bermuda
British South American Airways","Avro 688 Tudor 4B
G-AGRE",20/20(0)
17-Jan-49,"Near Succoth Glen, Lochgoilhead, Scotland
Military - U.S. Air Force","Boeing B-29A Superfortress
44-62276",20/20(0)
20-Jan-49,"Homer, Alaska
Alaska Airlines","Douglas DC-3C
N91006",5/6(0)
30-Jan-49,"Port Washington, New York
Pan American World Airways","Lockheed L-749 / Cessna 140
NC86530/NC76981",2/35(0)
2-Feb-49,"Trinity Bay, Newfoundland
Saint Lawrence Airways","Avro Anson
CF-FEO",6/10(0)
4-Feb-49,"Castel Benito, Libya
Skyways of London","Douglas C-54A-1-DO Skymaster
G-AJPL",1/53(0)
5-Feb-49,"Buenaventura Bay, Colombia
AVIANCA","Consolidated PBY-5A Catalina
HK-134",3/14(0)
8-Feb-49,"Off Copenhagen, Denmark
Scandinavian Airlines (SAS)","Vickers 628 Viking 1B
OY-DLU",27/27(0)
10-Feb-49,"Near Huanuco, Peru
Faucett","Douglas DC-3
OB-PAV-223",16/16(0)
19-Feb-49,"Near Coventry, Warks, England
British European Airways / Military - British","Douglas DC-3 / Avro Anson
G-AHCW/VV243",14/14(0)
24-Feb-49,"Near Cuzco, Peru
TAM (Peru)","Douglas C-47
?",22/26(0)
24-Feb-49,"Braemar Resevoir, Hong Kong
Cathay Pacific Airways","Douglas DC-3
VR-HDG",23/23(0)
10-Mar-49,"Coolangatta, Australia
Queensland Airlines","Lockheed 18 Lodestar
VH-BAG",22/22(0)
15-Mar-49,"Berlin, Germany
Skyways","Avro 685 York I
G-AHFI",3/3(0)
18-Mar-49,"Near Waikanae, New Zealand
New Zealand National Airways","Lockheed 18 Lodestar
ZK-AKX",15/15(0)
29-Apr-49,"Near Mironovo, Russia
Aeroflot","Lisunov Li-2
SSSR-L4464",14/24(0)
4-May-49,"Superga, Italy
Avio Linee Italiane","FIAT G-212CP
I-ELCE",31/31(0)
4-May-49,"Near Portland, Dorset, England
Bristop Aeroplane Company","Bristol 170 Freighter 31 Mark II
G-AIFF",7/7(0)
7-May-49,"Sibuyan Sea, off the Philippine island of Elalat
Philippine Air Lines","Douglas DC-3
PI-C-98",13/13(0)
13-May-49,"Near Novosibirsk, Russia
Aeroflot","Ilyushin IL-12
L1791",25/25(0)
6-Jun-49,"Malahasa Attica, Greece
Tech - Aeronautical Explotiation","Douglas DC-3
SX-BAI",22/22(0)
7-Jun-49,"Near Florianpolis, Brazil
Military - Brazilian Air Force","Douglas C-47B
C-47-2023",27/27(0)
7-Jun-49,"San Juan, Puerto Rico
Strato Freight","Curtiss C-46D-5-CU
N92857",53/81(0)
23-Jun-49,"Off Bari, Italy
KLM Royal Dutch Airlines","Lockheed 749-79-33 Constellation
PH-TER",33/33(0)
2-Jul-49,"Near Guildford, Australia
Mac Roberston-Miller Airlines","Douglas C-47A-20-DL
VH-MME",18/18(0)
12-Jul-49,"Chatsworth, California
Standard Airlines","Curtiss C-46E-1-CS
N79978",35/48(0)
12-Jul-49,"Near Bombay, India
KLM Royal Dutch Airlines","Lockheed L-749-79-33 Constellation
PH-TDF",45/45(0)
13-Jul-49,"Jamnagar, Gujarat state, India
Indian Air Force","Hawker Hunter
?",0/0(14)
19-Jul-49,"Seattle, Washington
Air Transport Associates","Curtiss C-46F-1-CU
N5075N",2/32(4)
21-Jul-49,"Marga, Russia
Aeroflot","Ilyushin IL-12
L1714",13/14(0)
30-Jul-49,"Chesterfield, New Jersey
Eastern Air Lines / Military - USN","Douglas DC-3 -201D/ F-6-F- 5 Hellcat
N19963/BU72887",16/16(0)
2-Aug-49,"Jaquirana, Brazil
Varig","Curtiss C-46D-10-CU
PP-VBI",5/36(0)
3-Aug-49,"Sao Francisco Bay, Brazil
Lineas Aéreas Brasil","Douglas DC-3
PP-AJB",5/30(0)
6-Aug-49,"Salasaca, Ecuador
Shell Co of Ecuador","Bristol 170 Freighter 21
HC-SBU",34/34(0)
9-Aug-49,"Salalah, Oman
Military - Royal Air Force","Douglas C-47B
KN336",12/12(0)
13-Aug-49,"Near Bogota, Colombia
SAETA","Douglas C-47
HK-1200",32/32(0)
15-Aug-49,"Off Lurga Point, Ireland
Transocean Air Lines","Douglas DC-3 (C-54A-DO)
N79989",8/58(0)
19-Aug-49,"Near Oldham, England
British European Airways","Douglas DC-3
G-AHCY",24/32(0)
21-Aug-49,"Near Bigstone Lake, Manitoba
Military - Royal Canadian Air Force","Consolidated Canso (amphibian)
11057",21/21(0)
27-Aug-49,"Leopoldville, Zaire
Sabena","Douglas C-47B-5-DK
OO-CBK",5/20(0)
9-Sep-49,"Sault-aux-Cochons, PQ, Canada
Canadian Pacific Air Lines","Douglas DC-3
CF-CUA",23/23(0)
